1、B站ID,2、使用B站频繁程度,3、性别,4、年龄,5、身高,6、体重,7、最高学历,8、常住地区,9、情感状态,10、经济情况,11、CGPA(绩点平均值),12、每月日常花销,13、(游戏(手游、网游、桌游等）),13、(动漫),13、(运动 (室内、户外）),13、(网购),13、(旅行),13、(养宠物),13、(美容护肤),13、(科技),13、(音乐 (乐器、唱歌等）),13、(看电影),13、(追星),13、(追电视剧、网剧、综艺等),13、(摄影),13、(绘画或书法),13、(个人理财),13、(收集手办),13、(舞蹈),13、(烹饪),13、(手工DIY),13、(研究汽车),大类1,大类3,大类4,大类5,大类11,大类13,大类23,大类36,大类119,大类129,大类155,大类160,大类167,大类177,大类181,大类188,大类202,大类211,大类217,大类223,大类234,小类1,小类3,小类4,小类5,小类11,小类13,小类17,小类19,小类20,小类21,小类22,小类23,小类24,小类25,小类26,小类27,小类28,小类29,小类30,小类31,小类32,小类33,小类36,小类37,小类47,小类51,小类59,小类65,小类71,小类75,小类76,小类83,小类85,小类86,小类95,小类119,小类121,小类122,小类124,小类126,小类127,小类129,小类130,小类136,小类137,小类138,小类145,小类146,小类147,小类152,小类153,小类154,小类155,小类156,小类157,小类158,小类159,小类160,小类161,小类162,小类164,小类167,小类168,小类169,小类170,小类171,小类172,小类173,小类176,小类177,小类178,小类179,小类180,小类181,小类182,小类183,小类184,小类185,小类187,小类188,小类192,小类193,小类194,小类195,小类198,小类199,小类200,小类201,小类202,小类203,小类204,小类205,小类206,小类207,小类208,小类209,小类210,小类211,小类212,小类213,小类214,小类215,小类216,小类217,小类218,小类219,小类220,小类221,小类222,小类223,小类224,小类225,小类226,小类227,小类228,小类229,小类230,小类231,小类232,小类233,小类234,小类235,小类236,小类237,小类238,小类239
,1,2,2,3,3,3,Sichuan,1,1,5,2,0,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0.233119236,0.49088537,0.829945206,0.204344443,0,0.04869388,0.014531514,0.59997963,0.081573011,0.132422228,0.244387099,1,0.048420398,0.083999148,0.250439774,0.149459997,0.154001582,0.320095828,0.186268286,0.043224162,0.176476364,0,0,0,0,0,0,0.091969227,0,0.015918329,1,0.00615805,0,0,0.026158951,0,0.04055053,0.044152758,0.024058828,0.00615805,0.087472462,0,0,0,0.024632201,0.105433269,0,0.067651366,0.0123161,0.088055241,0.018474151,0.018474151,0,0.094401656,0.0376166,0.311266403,0,0,0.373800687,0.471192145,0,0.0123161,0,0.079619023,0.048274211,0.03439248,0.203840651,0,0,0,0,0.00615805,0.069147629,0,0.054547892,0.12875132,0.068534684,0.0327727,0,0.018474151,0.038475051,0.216828168,0,0.063996413,0,0.00615805,0.04670858,0.072387188,0.078545238,0.050310808,0,0.044152758,0,0.082470563,0,0.08146373,0.024632201,0.009760279,0,0,0,0,0.018474151,0,0,0,0.00615805,0.018474151,0.277803631,0,0.00615805,0,0,0.0123161,0.17114866,0.659834845,0.18192033,0.022076379,0,0.044152758,0.051357215,0.00615805,0.025678608,0,0,0.03439248,0.018474151,0,0,0,0,0,0.00615805,0.015918329,0.00615805,0.276461412,0.022076379,0.052293258,0.041920033,0.0123161,0.053405231,0,0.0123161,0.070074783,0.00615805,0.072057233,0.183232091
,1,1,2,4,5,1,Zhejiang,2,1,4,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0.225469957,0.475306346,0.801405892,0.196870581,0,0.045255552,0.013415632,0.60557464,0.077481483,0.126160022,0.23586454,1,0.046834139,0.083232125,0.247450813,0.164026844,0.15350839,0.318905378,0.178564542,0.047812596,0.175517264,0,0,0,0,0,0,0.197487018,0,0.018669468,1,0.034232242,0,0.014963663,0.009111999,0,0.089605425,0.102097083,0.042447128,0.022585609,0.163035424,0,0,0,0.051807267,0.074679515,0,0.055413686,0.095302386,0.119573011,0.052262267,0.162261418,0,0.190329619,0.023610687,0.597965938,0,0.006918793,0.2581024,0.325989491,0.008423579,0,0,0.069669208,0,0.063155388,0.695132484,0.001383759,0,0.003576964,0,0.016666534,0.024568478,0,0.002193206,0.097705761,0.106606072,0.025095444,0.001383759,0.069059681,0.020243498,0.119374805,0,0.02498251,0.001383759,0.011305204,0.196113668,0.118505706,0.150841921,0.124855631,0,0.023840526,0.024531089,0.053772283,0,0.103747552,0.066876687,0.054055687,0.011085605,0,0,0,0.042663635,0,0.003212988,0.012899298,0.009921445,0.009557469,0.204373122,0,0.126508101,0.030477536,0.077798408,0.066866921,0.100508105,0.276929437,0.060078185,0.022436704,0,0.134851287,0.203202949,0.021814777,0.087715723,0.002193206,0,0.040106453,0.033729171,0.006344481,0.007153928,0,0,0.019519172,0.027596387,0.031610133,0.037327298,0.141593534,0.011305204,0.061980016,0.011305204,0.052933603,0.040834405,0,0.034081084,0.074226512,0.029989405,0.074027257,0.212489153
,1,2,2,2,4,3,Jiangsu,2,1,6,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.23461346,0.472838117,0.774994114,0.194269943,0,0.050394131,0.012680176,0.621438178,0.07493641,0.120876755,0.228723362,1,0.046501925,0.097418614,0.254475665,0.162692754,0.148093362,0.317594999,0.189719426,0.047538031,0.172459577,0,0,0,0,0,0,0.17293511,0,0.025609928,1,0.026643514,0,0.05724756,0.047394076,0.007331721,0.428506233,0.043569714,0.11391441,0.011193559,0.094447049,0.021781284,0.047917452,0,0.225476339,0.239907993,0.151412918,0.18317969,0.077613463,0.166817973,0.260131714,0.212760261,0,0.15206115,0.014462708,0.126025512,0,0.011465283,0.219209907,0.379225924,0.0169262,0.00319816,0,0.328086987,0.015990799,0.147350049,0.490096091,0,0,0,0.071102604,0,0.017861602,0,0,0.096674918,0.074078734,0.051263059,0,0.083463,0.164386968,0.069417686,0,0.04985701,0,0.015841909,0.070573478,0.185261366,0.138140644,0.085858726,0,0.200472335,0.062233695,0.23086824,0,0.198915837,0.250212946,0.188463186,0,0,0,0,0.130243058,0,0.020025392,0.010221826,0.008930801,0,0.286538486,0,0.019816305,0.01104467,0.064622331,0.019585414,0.081072647,0.319903328,0.064902534,0.037173395,0,0.139562035,0.128996905,0.049831656,0.089067681,0.011193559,0,0.19230506,0.161600858,0.030844178,0.138086024,0.020247194,0,0.004133561,0,0,0,0.415137751,0.115558482,0.025688807,0.026727413,0.07672763,0.03852038,0,0.045867131,0.072220538,0.013728041,0.050512877,0.36447226
,1,1,2,5,4,3,Shaanxi,2,1,6,2,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0.234152853,0.472360623,0.773668026,0.194005066,0,0.050076298,0.012538084,0.629853886,0.074652996,0.120379266,0.227774054,1,0.046160726,0.109911783,0.253725276,0.165690258,0.147320264,0.316964749,0.189950347,0.04748957,0.174149526,0,0,0,0,0,0,0.369357546,0,0.010356134,0.825217905,0.010356134,0,0,0,0,0.132399389,0.041424535,0.10435685,0.016414084,0.066894738,0,0,0,0.911031386,0.04618247,0,0.016414084,0.063896569,0.119339549,0.118590274,0.047482485,0,0.063896569,0,0.380205784,0,0,0.536665503,0.461713355,0,0.037126351,0,0.123799256,0,0.040460282,0.156137519,0,0,0,0,0,0.031068401,0,0.016414084,0.029073343,0.020712268,0,0,0.034402332,0.010356134,0.138056759,0,0,0,0,0.041424535,0.031068401,0.126643282,0.057838619,0,1,0.366679201,0.973746778,0,0,0.041424535,0.024046198,0,0,0,0,0.123494954,0,0,0,0,0,0.474349959,0,0,0,0,0,0.111922413,0.776513092,0.207918188,0.020712268,0,0.041424535,0.020712268,0.075638931,0.057838619,0,0,0.104521943,0.020712268,0.020712268,0.055114599,0,0,0,0,0.016414084,0,0.197372805,0.118288431,0.10490021,0.299194885,0.104467115,0.079456663,0,0.267804864,0.051780669,0,0.195660085,0.167746905
,1,2,2,3,4,3,Tianjin,2,1,2,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0.267482637,0.566261274,0.680680007,0.164462336,0,0.007351357,0.002423708,1,0.148464044,0.075804195,0.063906454,0.840527252,0.109950743,0.106586613,0.198587751,0.231404021,0.912705917,0.207674218,0.46124425,0.033124965,0.203438566,0,0,0,0,0,0,1,0,0.012248789,0.79448549,0.079517338,0,0.052938385,0,0.028440807,0.205018772,0.120900014,0.068409027,0.012248789,0.098931209,0,0,0,0.012248789,0.043911449,0,0.142266129,0.534587313,0.065187174,0.043911449,0.105155393,0,0.036746367,0.012248789,0.071133064,0,0,0.048995156,0.081379192,0,0,0,0.019413871,0.056160238,0.066871425,0.445371831,0,0,0,0,0.012248789,0.024497578,0,0,0.090546936,0.036746367,0,0,0.043911449,0.108651225,0.09498798,0,0.034386698,0,0.012248789,0.642939096,0.385517119,0.123428787,0.012248789,0,0.012248789,0,0,0,0.084304042,0.03166266,0,0,0,0,0,0.043911449,0,0,0,0,0,0.088894212,0,0.012248789,0,0,0.012248789,0,0.088778334,0,0.048995156,0,0.012248789,0.188016877,0.012248789,0.043911449,0,0,0.100071687,0.078298147,0,0,0,0,0,0,0,0,0.028440807,0,0,0.034386698,0,0,0,0.024497578,0.012248789,0.012248789,0.043911449,0.036746367
,2,2,3,3,3,4,Jiangsu,2,1,4,2,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0.211613132,0.328210026,1,0.095662969,0,0.08258439,0.013604247,0.531054099,0.076632705,0.057433672,0.072641563,0.681422244,0.042812839,0.041941438,0.170282137,0.143722419,0.184138256,0.171432654,0.15180243,0.050112809,0.139429772,0,0,0,0,0,0,0,0,0,0.566499227,0,0,0,0,0,0.182983503,0,0,0,0,0,0,0,0,0,0,0,0,0.230899473,0,0,0,0.182983503,0,0,0,0,1,0.702795982,0,0,0,0,0,0,0.268065987,0,0,0,0,0,0.115449737,0,0,0,0.115449737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324108386,0,0,0,0,0,0,0.413882976,0.182983503,0,0,0.115449737,0,0,0,0,0,0,0.115449737,0,0,0,0,0,0,0,0,0.115449737,0,0,0.542664527,0,0,0,0,0,0,0,0.115449737
,1,1,2,5,6,3,Hong Kong,2,1,5,2,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0.219112639,0.322815333,1,0.093865255,0,0.077544188,0.025167637,0.506160589,0.074795977,0.056041345,0.072573317,0.6778307,0.042935535,0.040229666,0.169595767,0.137302209,0.173709323,0.17469497,0.152441093,0.049142243,0.143114442,0.007146299,0,0,0,0,0,0.623046802,0.082016262,0.022653232,1,0.123460354,0,0.167717446,0.021438898,0,0.584423585,0.098456388,0.116547826,0.018472915,0.250379698,0,0,0,0.007146299,0.18079988,0,0.06486564,0.879587936,0.100972084,0.09842108,0.191348979,0.09445082,0.06849701,0,0.102712794,0,0.028585197,0.048272447,0.069420905,0.014292598,0,0,0.128378554,0.027919809,0.095003232,0.567929086,0.196433205,0.132767979,0.177447229,0,0,0.047058112,0,0.007146299,0.014292598,0.167619173,0.029799532,0,0.052579268,0.03750326,0.095519737,0,0.098323355,0,0.007146299,0.550826929,0.522955911,0.245092167,0.057170393,0,0,0,0.033979849,0,0.260658888,0.113010011,0.028585197,0,0,0,0,0.032765514,0,0.027208497,0.007146299,0,0.018472915,0.052324689,0,0.011326616,0,0.011326616,0.016593193,0.014292598,0.048647395,0.018472915,0.028585197,0,0.138765783,0.170028945,0.094728617,0.070797604,0,0,0.113675399,0.103474134,0,0.164744771,0,0,0.018472915,0.018472915,0.007146299,0,0.113157867,0,0,0,0,0.011326616,0,0.263224275,0.021438898,0.115911354,0.095330559,0.184827679
,1,2,2,3,2,3,Hubei,2,1,5,2,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0.213215442,0.385531697,1,0.145990821,0,0.067064322,0.021404056,0.545833295,0.071037095,0.11032642,0.268097004,0.913094505,0.039867297,0.055984373,0.231490058,0.144002558,0.158139848,0.267930399,0.209745263,0.048907981,0.174105441,0,0,0,0,0,0,0.246938148,0,0.019194266,1,0.005077915,0,0.001692638,0.001692638,0.001692638,0.046210414,0.099397744,0.064934222,0.001692638,0.183889833,0,0,0,0.027054636,0.025074376,0,0.096785149,0.054225064,0.0861696,0.120620683,0.172100215,0,0.108445302,0,0.060786491,0,0.003385277,0.063957046,0.134138169,0,0,0,0.139254301,0.007760684,0.150006874,0.489511489,0,0,0,0,0.001692638,0.178618748,0,0.120428429,0.433110148,0.295676388,0.098703082,0,0.064768202,0.072214229,0.160657457,0,0.004375407,0,0.003385277,0.036540303,0.088881796,0.124143706,0.048198827,0,0.027914745,0.007058175,0.047864595,0,0.071628913,0.080182027,0.033416325,0,0,0,0,0.071619577,0,0,0.281326339,0.104827647,0.006770554,0.105714183,0,0,0,0.011848469,0.003385277,0.017313692,0.065503095,0.022253465,0.024529468,0,0.139443139,0.149753333,0.001692638,0.064330543,0,0,0.180502205,0.217126312,0,0.069205683,0.011690869,0,0.004375407,0,0,0.001692638,0.075013056,0.014531238,0.007760684,0.008611235,0.007760684,0.024262624,0,0.02733138,0.04772449,0.011848469,0.066612925,0.296128714
,1,2,2,3,3,3,Hebei,2,1,4,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0.214402113,0.406664577,0.961590368,0.154311838,0,0.062870459,0.0192018,0.529902927,0.066689105,0.124977693,0.349104401,1,0.043646642,0.052830666,0.245368356,0.140175379,0.148008777,0.304518501,0.236277622,0.047482332,0.182834774,0,0,0,0.001486241,0,0,0.093368436,0,0.022016847,1,0.005944963,0,0.031912435,0.002355636,0,0.086855633,0.081306918,0.059558087,0.001486241,0.240233261,0,0,0,0.004937185,0.054633363,0.007144887,0.10041842,0.054935795,0.106069971,0.112733119,0.283875338,0,0.12856452,0.006814359,0.053103414,0,0.007144887,0.031146762,0.057506806,0.004458723,0,0,0.074183581,0.005328118,0.127720037,0.49741313,0,0,0,0.004937185,0.006814359,0.076867834,0,0.025449848,0.827704108,0.388909411,0.040016757,0,0.052179328,0.055979245,0.151729585,0,0.033443612,0,0.018670518,0.043142749,0.064257464,0.072881985,0.02787428,0,0.001486241,0,0.00978684,0,0.106317569,0.115445963,0.02530757,0.010420372,0,0,0,0.036367025,0,0.032001951,0.039825105,0.096983547,0.025229134,0.039567023,0,0,0,0.00978684,0.001486241,0.01236839,0.062363801,0.008014282,0.017218045,0,0.144400785,0.196169887,0.024555078,0.044343704,0.002972482,0,0.256686801,0.0536726,0.035789849,0.059403345,0,0,0.001486241,0,0.001486241,0.001486241,0.039048322,0.004711272,0.004458723,0,0.005944963,0.016128313,0,0.028683272,0.038393897,0.011889927,0.03274267,0.253183299
,1,2,2,3,4,3,Beijing,2,1,5,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0.208030776,0.423433128,0.931820014,0.167318326,0,0.060304035,0.018374043,0.523882338,0.06398051,0.152182166,0.35478223,1,0.042415767,0.059257619,0.246400664,0.1368786,0.1438702,0.309134427,0.230379747,0.047336001,0.185272776,0,0,0,0,0,0,0.115329785,0,0.028134605,1,0,0,0,0.006747029,0,0.013494058,0.241099525,0.566132843,0,0.163747707,0,0,0,0.148267361,0.096301782,0,0.033106933,0.059848609,0.553589098,0.046600992,0.229522812,0,0.155546653,0,0.098303239,0,0,0.068817486,0.245754514,0.006747029,0,0,0.503343894,0.025688334,0.567372932,0.414672141,0,0,0.006747029,0,0,0.345349491,0,0.3786297,0.581438962,0.435908715,0.112538421,0,0.026988116,0.006747029,0.140623944,0,0.043800722,0,0,0.039853963,0.072007164,0.088229655,0.103677023,0,0.13400328,0.024187846,0.208817112,0,0.170512186,0.157499962,0.137742931,0,0,0,0,0.440549105,0,0,0.583753699,0.58205156,0.013494058,0.133312116,0,0.035407919,0.006747029,0.039853963,0.013494058,0.046600992,0.123586208,0.030934875,0.006747029,0,0.339263118,0.238541326,0.05729478,0.10929966,0,0,0.051175962,0.028134605,0.006747029,0.067621207,0,0,0.006747029,0,0,0.006747029,0.170448051,0.040482174,0,0.006747029,0.030087915,0,0,0.175719907,0.140196438,0.026988116,0.089376144,0.797453834
,3,2,2,3,3,1,Beijing,1,1,5,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0.204823764,0.451620579,0.950675828,0.17306264,0,0.051953893,0.015360184,0.531351396,0.07153438,0.144422707,0.324474317,1,0.039784102,0.056201037,0.244012239,0.140236156,0.137864182,0.295961737,0.207673004,0.044661745,0.182994447,0,0,0,0,0,0,0.029956658,0,0.014978329,1,0,0,0,0,0,0,0.089529666,0.09469192,0.014978329,0.110724563,0,0,0,0,0,0,0,0,0.11843201,0,0.029956658,0,0.014978329,0,0.137350155,0,0,0.146508425,0.182434687,0,0,0,0.064735261,0,0.435548328,0.270579663,0,0,0,0,0,0.385348142,0,0.057027815,0.857767587,0.67215097,0.083653406,0,0.014978329,0.014978329,0.184014798,0,0,0,0,0,0,0.068675077,0.053696748,0,0.014978329,0,0.02374009,0,0.014978329,0,0.014978329,0,0,0,0,0.109670249,0,0,0.428561377,0.260033914,0,0.114492194,0,0,0,0,0,0.057027815,0.435087419,0.22559923,0,0,0.044934987,0.02374009,0,0.068675077,0,0,0.029956658,0,0,0,0,0,0,0,0,0,0.111729822,0.083653406,0.055426404,0,0.014978329,0.02374009,0,0,0.014978329,0,0,0.119826633
,5,1,2,4,4,3,Oversea,2,1,6,2,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0.209070795,0.453727283,0.95215971,0.17327665,0,0.052130955,0.015139285,0.530667176,0.071501508,0.144788218,0.324650692,1,0.042154963,0.055906246,0.243667306,0.139692768,0.137614747,0.295329705,0.20691105,0.044387832,0.182373698,0,0,0,0,0,0,0.293033551,0,0.262859072,0.518953943,0.044500413,0,0.703964539,0.044500413,0,1,0.204032725,0.115031899,0,0.461305621,0,0,0,0,0.442706451,0.21392928,0.568189477,0.185563385,0.198446549,0,0,0,0,0,0,0,0,0,0.115031899,0.133501239,0,0,0.19545994,0,0.044500413,0.218358659,0,0,0,0,0,0.133501239,0,0,0.351859898,0.089000826,0,0,0,0.115031899,0,0,0.439235307,0,0.307359485,0.369521674,0.406027168,0.489504544,0.044500413,0,0,0,0,0,0,0.044500413,0.089000826,0,0,0,0,0.070531486,0,0.512781456,0,0.070531486,0,0,0,0,0,0.089000826,0,0.164671096,0,0,0.115031899,0,0.044500413,0,0,0.044500413,0,0,0,0,0,0,0,0,0,0,0,0,0.115031899,0,0,0,0,0,0,0,0,0,0,0.115031899
,4,2,2,3,3,3,Guangdong,2,1,4,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.22897124,0.451521801,0.947799567,0.17485597,0,0.05034177,0.014374758,0.527461204,0.069736711,0.141415045,0.315252555,1,0.047514683,0.054724048,0.237914762,0.136854029,0.131613197,0.3077126,0.210610117,0.042879688,0.176867133,0,0,0,0,0,0,0,0,0,0.253678119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.845944869,0.553692662,0,0,0,0,0,0,0.253678119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253678119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.371631727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.160053073,0,0,0,0,0,0,0,0,0.160053073
,5,1,2,4,4,3,Hunan,1,1,5,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.224319758,0.443121924,0.935186792,0.171196986,0,0.048920526,0.013968931,0.517898963,0.067857001,0.138935129,0.31284501,1,0.046262343,0.053691785,0.232845408,0.133487942,0.128432044,0.319632354,0.206787351,0.042618966,0.186199409,0,0,0,0,0,0,0.098704536,0,0.023296981,1,0.005824245,0,0,0,0,0.020879701,0.068105737,0.047134203,0.005824245,0.056334578,0,0,0,0,0.080160326,0,0.015055456,0.255193607,0.044176683,0.020879701,0.340639476,0,0.060117442,0,0.032528192,0,0,0.011648491,0.073556471,0,0,0,0.034945472,0.005824245,0.039342122,0.521531002,0,0,0,0,0,0.048878916,0,0.005824245,0.226423044,0.162098667,0.035935157,0,0.050448321,0.027999215,0.540764933,0,0,0,0.005824245,0.373368368,0.087268781,0.104398506,0.062096811,0,0,0,0.033517877,0,0.041759402,0.005824245,0,0,0,0,0,0.056814858,0,0,0.005824245,0.015055456,0,0.098337551,0,0,0.011648491,0.017472736,0.005824245,0.005824245,0.108506418,0.029630632,0.017472736,0,0.3839192,0.396353834,0.085567049,0.14071074,0,0,0.079569547,0.032528192,0,0.005824245,0,0,0,0,0,0,0.020879701,0,0,0,0,0,0,0.108690774,0.107997759,0.023296981,0.155786129,0.245686346
,1,1,2,4,5,3,Guangdong,2,1,1,3,1,1,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0.227889951,0.452467714,0.901622612,0.176279733,0,0.046730548,0.013113979,0.526168218,0.066138814,0.140994532,0.309965255,1,0.050197313,0.052769446,0.231359175,0.128096725,0.125375864,0.318230051,0.198756078,0.042057046,0.189344869,0.004605405,0,0,0,0,0,0.281501173,0,0.071773446,1,0.05440725,0,0.117268066,0.050230651,0.028227832,0.387893652,0.131074714,0.421123543,0.016510205,0.30171831,0,0,0,0.051973851,0.279295506,0.026745223,0.443559081,0.221045083,0.318965705,0.034931826,0.058230082,0,0.190344861,0.019204194,0.061248242,0,0.0119048,0.188166833,0.382789507,0.030326421,0,0,0.270430456,0.00921081,0.469564243,0.401551663,0,0,0,0.017534412,0.052924641,0.114788862,0,0.004605405,0.07673424,0.041448647,0.004605405,0,0.018421621,0.055160228,0.131316348,0,0.173107754,0,0.065853648,0.221068619,0.145744789,0.192035966,0.059336827,0,0,0.00921081,0.03302041,0,0.180977971,0.106482541,0.044142637,0,0,0,0,0.284185262,0,0.071490036,0.013816216,0.294178327,0.029115041,0.193144907,0,0.069571844,0.071565798,0.066600973,0.052204066,0.143962848,0.171899938,0.056747472,0.072183974,0,0.091600977,0.124780724,0.01069342,0.028415005,0.016510205,0,0.06873481,0.01990423,0,0.061232404,0,0,0.00921081,0,0.004605405,0,0.415219556,0,0.0119048,0.004605405,0.013816216,0,0,0.063346831,0.147826553,0.032237837,0.235273469,0.605167281
,2,2,2,3,2,3,Beijing,1,1,6,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0.227584868,0.452323337,0.900582632,0.176043742,0,0.046667988,0.013096423,0.527018191,0.066050272,0.140889304,0.30980087,1,0.050130113,0.052782327,0.231049447,0.128827247,0.12520802,0.31793641,0.198657047,0.042084268,0.189174912,0,0,0,0,0,0,0.10144065,0,0,1,0,0,0,0,0,0,0,0,0,0.10144065,0,0,0,0,0,0,0.458873065,0,0,0,0,0,0,0,0.672486245,0,0,0.336978545,0.336978545,0,0,0,0,0,0,0.422999903,0,0,0,0,0,0.10144065,0,0,0.2028813,0.10144065,0,0,0,0,0,0,0,0,0,0,0,0.10144065,0.10144065,0,0.10144065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57251644,0,0,0,0,0,0,0.539859845,0,0,0,0,0.160779626,0,0,0,0,0.2028813,0,0,0,0,0,0,0,0,0,0,0.10144065,0,0,0.10144065,0.321559253,0,0,0.10144065,0,0,0.2028813
,5,2,2,3,2,3,Guangdong,2,1,5,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.227565861,0.45228556,0.900507417,0.176029039,0,0.046664091,0.013095329,0.526974175,0.066044755,0.140877537,0.309774996,1,0.050125926,0.052777919,0.23103015,0.128816488,0.125197563,0.320672821,0.198640456,0.042080753,0.189159112,0,0,0,0,0,0,0,0,0,0.051631526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.309789153,0.398298264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5,1,2,4,4,3,Beijing,2,1,1,2,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0.227485416,0.451908765,0.91360748,0.174937171,0,0.046317837,0.01299816,0.540294484,0.066084607,0.140426582,0.307725122,1,0.049836884,0.05322937,0.230246728,0.129412032,0.124765971,0.319377434,0.197746807,0.041851407,0.189911727,0,0,0,0,0,0,1,0,0.007819371,0.490695948,0.029771119,0,0.038368796,0.007819371,0.02021278,0.066400946,0.046188166,0.02803215,0.007819371,0.046738566,0,0,0,0.0560643,0.031277482,0,0.02021278,0.156452247,0.007819371,0.023458112,0.049433498,0,0.041614128,0,0.099417396,0,0.015638741,0.210945347,0.218170165,0,0,0,0.087023987,0.007819371,0.012393409,0.107554562,0,0,0,0,0.007819371,0.040425559,0,0,0.007819371,0.007819371,0.007819371,0,0.031277482,0.023458112,0.033794757,0,0,0,0,0.160527522,0.321764498,0.203726626,0,0,0.015638741,0,0.007819371,0,0.007819371,0.007819371,0.030549425,0,0,0,0,0.044999598,0,0,0.007819371,0,0,0.493909731,0,0.046916223,0,0,0,0.061826907,0.441387414,0.025975387,0.007819371,0,0.02021278,0.012393409,0,0.02021278,0,0,0.023458112,0,0.007819371,0,0,0,0,0,0,0.007819371,0.165232634,0.007819371,0.007819371,0.007819371,0.031277482,0,0,0.015638741,0.059770144,0.015638741,0.078540839,0.046916223
,2,1,2,4,5,3,Hong Kong,2,1,5,2,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.232630812,0.451299944,0.942206084,0.173644031,0,0.04594095,0.012892395,0.53654825,0.066197012,0.139530605,0.305303391,1,0.049513586,0.052796243,0.229145485,0.129320491,0.123750752,0.317320105,0.199932289,0.041510862,0.190247214,0,0,0,0,0,0,0.317903942,0,0.008498091,0.206254762,0.010983623,0,0.076529783,0.018364069,0.012747137,0.144023939,0,0.021245228,0.008498091,0.030465338,0,0,0,0,0.066886211,0,0.024452779,0.134744147,0.006734578,0.069813742,0.004249046,0,0.011928579,0.02042667,0.015232669,0,0.016600556,0.009865978,0.010983623,0,0,0,0.061153613,0.045023693,0,0.094061765,0,0,0,0,0,0.004249046,0,0,0,0.004249046,0,0,0.036082271,0.054745428,0.019481715,0,0.004249046,0,0,0.121188083,0.226583549,1,0,0,0,0,0,0,0.008498091,0.012747137,0.006734578,0,0,0,0,0.012747137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035321819,0,0.010983623,0.008498091,0,0.004249046,0.009865978,0,0.117777436,0,0,0.004249046,0.004249046,0,0,0,0,0,0.012747137,0,0,0.023469867,0.004249046,0.006734578,0,0,0.031695465,0,0.046015986,0.029347693
