1、B站ID,2、使用B站频繁程度,3、性别,4、年龄,5、身高,6、体重,7、最高学历,8、常住地区,9、情感状态,10、经济情况,11、CGPA(绩点平均值),12、每月日常花销,13、(游戏(手游、网游、桌游等）),13、(动漫),13、(运动 (室内、户外）),13、(网购),13、(旅行),13、(养宠物),13、(美容护肤),13、(科技),13、(音乐 (乐器、唱歌等）),13、(看电影),13、(追星),13、(追电视剧、网剧、综艺等),13、(摄影),13、(绘画或书法),13、(个人理财),13、(收集手办),13、(舞蹈),13、(烹饪),13、(手工DIY),13、(研究汽车),大类1,大类3,大类4,大类5,大类11,大类13,大类23,大类36,大类119,大类129,大类155,大类160,大类167,大类177,大类181,大类188,大类202,大类211,大类217,大类223,大类234,小类1,小类3,小类4,小类5,小类11,小类13,小类17,小类19,小类20,小类21,小类22,小类23,小类24,小类25,小类26,小类27,小类28,小类29,小类30,小类31,小类32,小类33,小类36,小类37,小类47,小类51,小类59,小类65,小类71,小类75,小类76,小类83,小类85,小类86,小类95,小类119,小类121,小类122,小类124,小类126,小类127,小类129,小类130,小类136,小类137,小类138,小类145,小类146,小类147,小类152,小类153,小类154,小类155,小类156,小类157,小类158,小类159,小类160,小类161,小类162,小类164,小类167,小类168,小类169,小类170,小类171,小类172,小类173,小类176,小类177,小类178,小类179,小类180,小类181,小类182,小类183,小类184,小类185,小类187,小类188,小类192,小类193,小类194,小类195,小类198,小类199,小类200,小类201,小类202,小类203,小类204,小类205,小类206,小类207,小类208,小类209,小类210,小类211,小类212,小类213,小类214,小类215,小类216,小类217,小类218,小类219,小类220,小类221,小类222,小类223,小类224,小类225,小类226,小类227,小类228,小类229,小类230,小类231,小类232,小类233,小类234,小类235,小类236,小类237,小类238,小类239
,1,1,2,5,4,3,Fujian,2,1,5,2,1,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0.239271739,0.463335765,0.919699621,0.172142537,0,0.04685274,0.012152835,0.578023583,0.064547433,0.134614141,0.289595094,1,0.05564408,0.055366169,0.24157509,0.150329588,0.120015509,0.321455343,0.197487214,0.042231345,0.186177451,0,0,0,0,0,0,0.364640763,0,0.040349581,1,0.035588511,0,0.065186383,0.023091599,0.002200908,0.267583443,0.169454875,0.103087718,0.030068311,0.320716227,0.006602723,0.039206486,0,0.043403376,0.197927813,0.056798828,0.234349762,0.129070941,0.187673736,0.068289982,0.229132931,0,0.184545562,0.013579435,0.445559612,0,0.016269808,0.50828013,0.365405746,0.014216612,0,0,0.209468889,0.006602723,0.083717513,0.415130009,0,0,0.002200908,0.006602723,0.059719006,0.036816607,0,0,0.045604284,0.05369938,0.004401815,0.002200908,0.063610548,0.04331075,0.054298078,0,0.105419336,0,0.072113471,0.146977047,0.312719558,0.085960651,0.079944791,0,0.038163408,0.010091079,0.07734624,0,0.264699339,0.213473663,0.107245214,0,0,0,0,0.093669682,0,0.027562124,0.002200908,0.019905876,0.012781452,0.240933715,0,0.045801261,0.019369967,0.038871942,0.013205446,0.141980644,0.377061254,0.103281486,0.043478682,0,0.188978543,0.178000337,0.040640444,0.055778926,0.020671623,0,0.102732189,0.063309252,0.004401815,0.040609411,0.012665976,0,0.002200908,0.005689264,0.007890171,0,0.353989538,0.065486983,0.063593792,0.215508304,0.039509119,0.070286221,0,0.045020285,0.05394375,0.004401815,0.070385234,0.285772179
,2,2,2,3,2,3,Shaanxi,2,1,5,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0.23844132,0.459987809,0.914742432,0.171086343,0,0.04642497,0.012041878,0.583329058,0.064307999,0.134172795,0.288115394,1,0.055212357,0.055089609,0.2410068,0.150603394,0.118919755,0.318946628,0.198763585,0.041998394,0.189305914,0,0,0,0,0,0,0.274006314,0,0,1,0.047813319,0,0,0.018496717,0.036993433,0.167291596,0,0,0,0.118236884,0,0,0,0.05549015,0.123936135,0,0.029316602,0.072264649,0.018496717,0.37504341,0,0,0.142432852,0,0.247921569,0,0,0.297368304,0.326085215,0,0,0,0.066310036,0,0.106446524,0.43614238,0,0,0,0,0,0.1109803,0,0,0.189727997,0.073986867,0.018496717,0,0.036993433,0.600661607,0.226623143,0,0.018496717,0,0,0.084806752,0.121238373,0.281414951,0.018496717,0,0,0,0,0,0.029316602,0.169613505,0.05549015,0,0,0,0,0,0,0,0.042948046,0.036993433,0,0.557209262,0,0,0,0,0,0.189199562,0.807282573,0,0.018496717,0,0,0.029316602,0.036993433,0.036993433,0,0,0.092483584,0.103303469,0,0.07994148,0.095626638,0,0,0,0,0.018496717,0.387941376,0,0.047813319,0.029316602,0.073986867,0,0,0.095626638,0.308935357,0.018496717,0.520599803,0.139161194
,1,1,2,4,5,3,Jiangsu,2,1,5,2,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.25965048,0.453359094,0.963666498,0.159062846,0,0.042254068,0.015996467,0.586965876,0.069761609,0.127261683,0.265764182,1,0.055302863,0.095015563,0.24550958,0.149393483,0.136530262,0.308403192,0.199428441,0.047003984,0.181716024,0,0,0,0,0,0,0.456865907,0,0.04253793,1,0.139755124,0,0.118979205,0.111962859,0.023581906,0.613812152,0.250303148,0.110518185,0.04220706,0.297811922,0,0,0,0.306413342,0.458589577,0.042873017,0.150377982,0.159857765,0.150945047,0.176524405,0.067399281,0,0.198479959,0.021298038,0.140731771,0,0.028586824,0.192500526,0.647421094,0.060556815,0.002559267,0,0.272363606,0.017003404,0.111079478,0.634893309,0,0,0.004056343,0.019742816,0.047439211,0.056311085,0,0,0.094121925,0.110059302,0.033467067,0,0.086523771,0.128540703,0.072771147,0,0.096483254,0.002559267,0.071768509,0.196054269,0.265953013,0.156687849,0.063550966,0,0.265113878,0.093399971,0.322466062,0,0.330379475,0.185233757,0.146364786,0.007677802,0,0,0,0.117064491,0,0.035433056,0.024373341,0.032486026,0.015790487,0.320313099,0,0.397916658,0.272336278,0.249188763,0.292411899,0.182807919,0.192949808,0.064598707,0.088398244,0,0.062993561,0.085029149,0.007677802,0.077316015,0.029845607,0,0.193533132,0.136671909,0.040651838,0.105947774,0.018349755,0,0.010237069,0.011734145,0.014293412,0.002559267,0.501617301,0.018738771,0.013972145,0.037604561,0.100176726,0.019411946,0,0.089941809,0.097541327,0.00661561,0.09355189,0.203338621
,1,2,2,2,3,3,Guangdong,1,1,6,2,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0.255872832,0.451870485,0.949583329,0.159931052,0,0.041385723,0.015586166,0.583596116,0.068413414,0.125848845,0.266581344,1,0.054594539,0.094905624,0.247057037,0.149205929,0.134082961,0.311585054,0.197124402,0.046818101,0.181952244,0,0,0,0,0,0,0.086354384,0,0.006947002,1,0.006947002,0,0,0,0,0.068569448,0.108159703,0.141891178,0,0.159284795,0,0,0,0.057494257,0.013894005,0,0.153326418,0.046547971,0.150637911,0.024904743,0.293578829,0,0.161812565,0.013894005,0.203969607,0,0,0.078777966,0.144435553,0,0,0,0.128587453,0.006947002,0.234992386,0.460202847,0,0,0,0,0,0.092389631,0,0,0.302492467,0.230361282,0.05830145,0,0.047982186,0.028968479,0.171969817,0,0.036971448,0,0.011010738,0.02778801,0.078205101,0.084544499,0.070003663,0,0.04391845,0,0.076298883,0,0.306489407,0.083615328,0.079142457,0,0,0,0,0.030024445,0,0,0.006947002,0.006947002,0,0.099082888,0,0,0,0.006947002,0,0.034735012,0.204703771,0.020841007,0.011010738,0,0.299284886,0.263644389,0.020841007,0.049809487,0,0,0.073375924,0.024904743,0.006947002,0.022021477,0,0,0.006947002,0,0.011010738,0,0.150367492,0.035915482,0.034088181,0,0.013894005,0.024904743,0,0.052692753,0.05830145,0.031851746,0.066586758,0.330283629
,1,1,2,5,5,2,Zhejiang,2,1,4,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0.25588103,0.454336207,0.935344179,0.158840027,0,0.061927259,0.014554813,0.577980212,0.066867173,0.123682773,0.25254095,1,0.054805492,0.091432477,0.247097262,0.159439744,0.128175064,0.309741198,0.196614987,0.047298344,0.177498004,0.001710012,0,0,0,0,0,0.288930873,0,0.052588642,1,0.045063839,0,0.052122972,0.00784034,0.004420316,0.200828399,0.078866026,0.192034574,0.021361217,0.218986481,0.258823192,0.28943741,0,0.028231911,0.080148568,0.042531582,0.07957196,0.220373413,0.137650064,0.141495382,0.17045409,0,0.160642207,0.066351335,0.461543304,0,0.012260657,0.192424855,0.169220747,0.018297879,0,0,0.210141731,0.002710305,0.127200246,0.390338487,0,0,0,0.058794396,0.028933765,0.062067597,0,0,0.056588106,0.031330714,0.012520584,0.001710012,0.070582681,0.023191595,0.038885294,0,0.032559121,0.001710012,0.018650912,0.471723184,0.212697638,0.147277764,0.066772857,0,0.019100704,0,0.030987483,0,0.096373163,0.148471593,0.051796295,0,0,0,0,0.10216339,0,0.024834625,0.00910056,0.020745619,0.027422047,0.188047728,0,0.026529501,0.003420024,0.03266867,0.020100997,0.02119101,0.16030511,0.041216908,0.063665297,0,0.156750539,0.119749158,0.020827789,0.056073103,0.015390107,0,0.047422335,0.023230447,0.005130036,0.039928825,0.092545018,0,0.002710305,0.001710012,0.013970668,0.014680388,0.121560353,0.026871546,0.068944169,0.005130036,0.0090381,0.016390399,0,0.032268547,0.05791447,0.01068403,0.071913242,0.360555984
,1,2,2,2,2,3,Guangdong,2,1,4,1,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0.246497622,0.445952337,0.901434571,0.166244027,0,0.058656134,0.013785998,0.571670924,0.063567299,0.121207777,0.260779335,1,0.053194618,0.088403296,0.249621684,0.155617517,0.141101475,0.313670546,0.198917644,0.046057344,0.176222991,0,0,0,0,0,0,0.252550269,0,0.014115994,1,0.007057997,0,0.006081552,0,0,0.096656781,0.143821792,0.105515624,0.002352666,0.150630408,0,0,0,0.010786884,0.045185528,0,0.042276804,0.099166278,0.363647611,0.120023653,0.202503976,0,0.095081001,0.004705331,0.105029998,0,0.007057997,0.064792409,0.317465886,0.002352666,0,0,0.0970819,0.004705331,0.276501802,0.743354927,0,0,0,0,0,0.047810701,0,0.007057997,0.436856488,0.358974145,0.078741678,0,0.038625717,0.010168052,0.132466852,0,0.043609591,0,0.006081552,0.065697746,0.137800509,0.061130972,0.03311804,0,0.010786884,0.010333654,0.041066548,0,0.32264668,0.149404847,0.064195467,0,0,0,0,0.091208943,0,0.002352666,0.021573767,0.059048353,0.014873383,0.209605668,0,0.24002271,0.195120315,0.153070502,0.210111362,0.070366424,0.088733171,0.039557205,0.014873383,0,0.202122082,0.295783612,0.021712324,0.100263115,0,0,0.142496513,0.118309135,0.031288589,0.089980963,0.012163105,0,0,0.008434218,0.009410662,0,0.188808696,0.002352666,0.009410662,0.003728887,0.062177402,0.006081552,0,0.071651201,0.079687681,0.009410662,0.035113093,0.348756561
,4,1,2,4,5,3,Zhejiang,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.246126405,0.446110117,0.900792254,0.166051629,0,0.0585678,0.013765237,0.570925928,0.063471569,0.122250335,0.260386612,1,0.053172468,0.088270164,0.249245763,0.155383163,0.140888982,0.31319817,0.198618082,0.045987984,0.175957606,0,0,0,0,0,0,0.205018821,0,0.258019967,1,0,0,0,0,0,0,0.098332138,0,0,0.428950052,0,0,0,0,0,0,0,0.049166069,0.049166069,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176258514,0,0,0.277486224,0,0,0,0,0,0.278890857,0,0,0,0,0,0,0,0,0,0,0.049166069,0,0,0,0.127092445,0.225424583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364290627,0.138026606,0,0,0,0,0,0,0,0.098332138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2,2,2,2,2,3,Shandong,2,1,4,2,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0.242007219,0.443036849,0.883178944,0.166680717,0,0.057198423,0.013449321,0.586890624,0.061924033,0.1220151,0.255963992,1,0.052425531,0.0894664,0.251350133,0.153975039,0.146237565,0.309672486,0.196489818,0.04522827,0.176293201,0,0,0,0,0,0,0.104266143,0,0.010546346,1,0.007030897,0,0.017577244,0.012602752,0,0.074980849,0.097305262,0.101576603,0.007030897,0.111243066,0,0,0,0.11274921,0.028720953,0.003515449,0.022471864,0.032642356,0.159064406,0.046605667,0.100271882,0,0.13724444,0,0.050411008,0,0.007030897,0.198314997,0.401661936,0.003515449,0,0,0.111495528,0,0.160132679,0.22093694,0,0,0.003515449,0.009869112,0,0.072882872,0,0.019840687,0.084424961,0.057815244,0.021092692,0,0.186124547,0.063220797,0.120061758,0,0.011143709,0,0.010546346,0.028720953,0.067591583,0.180564463,0.026664547,0,0.023149098,0.031311717,0.056195532,0,0.156896448,0.131416087,0.125882546,0,0,0,0,0.109476552,0,0.021400164,0.03655625,0.03551759,0.016118201,0.274503096,0,0.185998174,0.058914139,0.142236895,0.183833475,0.101546802,0.61591568,0.062429587,0.024322909,0,0.048354602,0.076605358,0.032650477,0.050411008,0,0,0.066257929,0.023149098,0.028393631,0.030777358,0.007030897,0,0,0.003515449,0,0,0.299987252,0.003515449,0.007030897,0.050601111,0.057079241,0.009087303,0,0.036883572,0.077320022,0.012602752,0.070735081,0.215818689
,1,1,2,5,5,4,Oversea,1,1,5,2,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.241069202,0.442640035,0.880545292,0.166297858,0,0.056936921,0.013387833,0.585350878,0.061640926,0.122449586,0.258385779,1,0.05218585,0.089113508,0.250201,0.153747771,0.145681258,0.314118039,0.195736602,0.045409205,0.182268856,0,0,0,0,0,0,0.090385612,0,0.045192806,1,0,0,0,0,0,0,0.115124661,0.045192806,0,0.329453592,0,0,0,0,0,0,0.017482964,0,0.118095454,0,0.352808017,0,0,0,0.14846276,0,0,0.017482964,0.076790726,0,0,0,0,0,0,0.308780227,0,0,0,0,0,0.084046812,0,0,0.045192806,0.805695562,0.267848071,0,0,0.017482964,0.210010175,0,0,0,0,0.066563848,0.178830067,0.101529776,0.120752918,0,0,0,0.017482964,0,0,0,0,0,0,0,0,0,0,0,0,0.117143545,0.06267577,0.034965928,0,0.017482964,0,0.017482964,0,0.084046812,0.045192806,0.052448891,0.052448891,0,0.616881466,0.573062867,0.093043076,0.189720736,0,0,0.027709842,0.017482964,0,0,0,0,0,0,0,0,0.045192806,0,0,0,0,0,0,0.751264468,0.149693374,0.74339727,0.257783396,0.097641697
,1,1,2,4,4,3,Macao,2,1,5,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.240843855,0.44202138,0.879615664,0.166377589,0,0.056777022,0.013264437,0.584822196,0.061420996,0.122122599,0.258214477,1,0.052062742,0.089015533,0.250365512,0.153539531,0.145446972,0.313686479,0.195348184,0.045258968,0.182059988,0,0,0,0,0,0,0,0,0,1,0,0,0.117214311,0,0,0.302994599,0,0,0,0.185780288,0,0,0,0,0,0,0,0,0.457943489,0,0,0,0.185780288,0,0.185780288,0,0,0.117214311,0.272163202,0,0,0,0,0,0,0.580702707,0,0,0,0,0,0,0,0,0,0.329062173,0,0,0,0,0,0,0.185780288,0,0,0,0.185780288,0.117214311,0.117214311,0,0,0,0.185780288,0,0.713537763,0.117214311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117214311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117214311,0,0,0,0,0,0,0.117214311,0,0.117214311,0,0.522709205
,1,1,2,3,3,1,Sichuan,2,1,4,2,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.241375064,0.441539659,0.864032717,0.164659113,0,0.056832547,0.01281278,0.582589077,0.060098281,0.119530336,0.2527238,1,0.050750872,0.089294089,0.249632068,0.151365371,0.144948766,0.331664828,0.196650056,0.045333696,0.181238441,0,0,0,0,0,0,0.121893726,0,0.02677128,1,0.007387292,0,0.063801138,0.005854291,0.003693646,0.217776904,0.050969665,0.116384661,0.003693646,0.203245486,0,0,0,0.034498102,0.142391827,0.05439344,0.139178062,0.090951274,0.047673488,0.118739825,0.761634921,0,0.121476352,0.007387292,0.07715352,0,0.01693523,0.115936155,0.232561949,0,0,0,0.166172868,0.003693646,0.126467663,0.416246304,0,0,0,0.055817297,0,0.007387292,0,0,0.056593782,0.020628876,0.009547937,0.003693646,0.064812911,0.076534832,0.054716867,0,0.003693646,0,0.009547937,0.056249869,0.105028526,0.108827696,0.084023777,0,0.022161877,0.019095874,0.105784742,0,0.034296991,0.097518018,0.141375949,0,0,0,0,0.08123348,0,0,0.003693646,0.007387292,0.007387292,0.175322708,0,0.068327284,0.007387292,0.077983913,0.073799403,0.003693646,0.13959021,0.038104695,0.033720342,0,0.379194603,0.284323744,0.148559779,0.200067106,0.017756668,0,0.111439197,0.0464844,0.061697712,0.090508292,0.014774585,0,0.007387292,0,0.003693646,0,0.182751498,0.003693646,0.019241878,0.007387292,0.01965732,0.008576381,0,0.011080939,0.070047566,0,0.137373872,0.194687749
,1,1,2,3,4,1,Shanghai,2,1,4,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.240919313,0.443655434,0.864023345,0.165175337,0,0.056557819,0.012750844,0.589728637,0.060086672,0.119170029,0.251556513,1,0.050668668,0.092766463,0.250621627,0.152044775,0.151569134,0.331007274,0.196134453,0.045277679,0.182436249,0,0,0,0,0,0,0.930684431,0,0.036727981,1,0.042639865,0,0,0,0,0.185050544,0.263336867,0.274831518,0.01836399,0.254200788,0,0,0,0.462299914,0.055091971,0,0.190844417,0.116095826,0.388069644,0,0.1250102,0,0.272737376,0,0.131668433,0,0.01836399,0.201586662,0.853215495,0.051554239,0,0,0.168396414,0,0.055091971,0.161738181,0,0,0,0,0,0.01836399,0,0,0.01836399,0,0,0,0.113304443,0.055091971,0.091819952,0,0.036727981,0,0,0.142410679,0.01836399,0.181512812,0.055091971,0,0.299709844,0.172480426,0.384008217,0,0.17913866,0.205670675,0.084198207,0,0,0,0,0.265429169,0,0.01836399,0.01836399,0,0,0.895060419,0,0.766961996,0.52393811,0.726946522,0.454678729,0.23379782,0.365372581,0.120926188,0,0,0.01836399,0.102562197,0.01836399,0.055091971,0,0,0.036727981,0.01836399,0.036727981,0.055091971,0,0,0,0,0,0,0.644922007,0.047470226,0.01836399,0.01836399,0.271444747,0.036727981,0,0.287796089,0.254968773,0,0.065834217,0.302439
,1,1,2,3,3,3,Hubei,2,1,5,1,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0.244274242,0.450999819,0.877736709,0.160220429,0,0.053598227,0.012026801,0.59425793,0.082943357,0.115124887,0.241127692,1,0.049100451,0.089625865,0.248566155,0.154075925,0.151851001,0.326828079,0.192301341,0.044642602,0.179341943,0.002295945,0,0,0,0,0,0.941753243,0,0.019710602,1,0.520765956,0,0.035568444,0.020449731,0.064869099,0.353759734,0.270124971,0.121084911,0.065443913,0.302140187,0,0,0,0.025780751,0.179480489,0,0.190016896,0.40143481,0.10587289,0.06008471,0.172835777,0,0.110426002,0.025357322,0.206469495,0,0.030627563,0.198157824,0.353243798,0.309990432,0.016461754,0,0.216022304,0.012822767,0.040201481,0.664981206,0,0,0.00459189,0,0.002295945,0.034829314,0,0.002295945,0.038078163,0.040160334,0.011479725,0,0.107120727,0.190066607,0.06181789,0,0.042145879,0,0.002295945,0.43419651,0.462921695,0.200549057,0.0600473,0,0.015118712,0,0.029284521,0,0.194789605,0.118944823,0.035184768,0.00918378,0,0,0,0.128710821,0,0.002295945,0.016461754,0.006887835,0.006887835,0.290841606,0,0.137520858,0.043068806,0.084949356,0.083574657,0.111187633,0.163417827,0.059577279,0.061612285,0,0.098173521,0.177821362,0.018892916,0.071010285,0.241377112,0,0.109473205,0.031190328,0.01624798,0.036562495,0.00918378,0,0.002295945,0.00918378,0.007277974,0,0.282677139,0.025041622,0.034401766,0.041503376,0.063258312,0.082149178,0,0.051816423,0.069793845,0.024302492,0.058212517,0.207213465
,2,2,2,3,3,3,Zhejiang,2,1,5,1,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0.32946463,0.584984332,1,0.172535206,0,0.244573977,0.055172744,0.910014697,0.184989586,0.086455929,0.090286406,0.960640729,0.113276463,0.07274286,0.242899372,0.168706305,0.549155429,0.222615205,0.26928479,0.038251453,0.159478541,0,0,0,0,0,0,0,0,0,0.52640575,0.013613668,0,0,0,0,0.097608981,0.013613668,0.123568757,0.021577154,0.013613668,0,0,0,0.013613668,0.064731462,0,0.027227337,0,0.066800781,0.013613668,0.040841005,0,0.136741051,0,0.048804491,0,0,0.481155653,0.626763019,0,0.021577154,0,0.124212762,0,0.062418159,0.20963339,0,0,0,0,0,0,0,0,0,0.013613668,0,0,0.021577154,0.013613668,0,0,0,0,0.013613668,0,0,0.092673072,0,0,0.013613668,0,0,0,0.040841005,0.39752307,0.040841005,0,0,0,0,0.107885769,0,0,0,0,0,0.297883612,0,0.238736787,0.031609959,0.056767976,0,0.234081623,1,0.189928164,0,0,0.013613668,0,0,0.013613668,0,0,0,0,0,0,0,0,0,0,0,0,0.471546834,0.076436798,0.040841005,0.130177197,0.027227337,0.013613668,0,0,0.027227337,0,0.013613668,0.136516587
,1,1,2,5,5,3,Shaanxi,2,1,5,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.28231522,0.455349792,1,0.116117352,0,0.14981959,0.024704432,0.655543352,0.100390665,0.066215408,0.059123992,0.768766259,0.066882646,0.063773135,0.205524589,0.206383929,0.292980566,0.199191975,0.177158257,0.052812482,0.14747261,0,0,0,0,0,0,0.312311423,0,0.045992913,1,0.037162213,0,0.091505435,0.023242306,0,0.342455506,0.244418817,0.245906642,0.026704507,0.287555802,0,0,0,0.116645201,0.110679523,0.023242306,0.324675864,0.21582427,0.203247566,0.0889284,0.315692343,0,0.118031445,0,0.198052438,0,0.004002219,0.182747821,0.245845595,0.020011095,0.010345586,0,0.284633205,0,0.117242643,0.345767812,0,0,0,0.032555755,0,0.053997351,0,0.004002219,0.068807321,0.041990694,0.008004438,0,0,0.075945589,0.05799957,0,0.058946065,0,0.031645108,0.478377039,0.15173321,0.245857353,0.143726735,0,0.093836194,0.020691172,0.12163983,0,0.09293969,0.304566609,0.087007363,0,0,0,0,0.111087654,0,0.046117857,0.008004438,0.014347805,0.004002219,0.235807221,0,0.082191773,0.009292865,0.077220938,0.046882976,0.039649546,0.375191236,0.036327404,0.062891852,0,0.15935702,0.130277625,0.112151766,0.118575993,0.004002219,0,0.097600797,0.058930729,0.004002219,0.028105054,0,0,0.012006657,0,0,0.004002219,0.195621147,0.036019971,0.032535171,0.037217467,0.048440008,0.041052312,0,0.43056471,0.174798576,0.024851592,0.159628305,0.289664128
,2,1,2,4,4,3,Beijing,1,1,5,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.267618664,0.446117893,1,0.130917764,0,0.135997754,0.022425287,0.66475328,0.093375562,0.071593034,0.109374816,0.800828308,0.06228242,0.059459782,0.203692777,0.205541446,0.272498381,0.234402066,0.178605609,0.052601859,0.170603649,0,0,0,0,0,0,0,0,0,0.270346562,0,0,0,0,0,0,0,0.066511785,0,0.085965235,0,0,0,0.033255893,0,0,0.15247702,0,0,0.115046486,0,0,0.066511785,0,0,0,0,0.279094006,0.085965235,0,0,0,0.099767678,0,0,0.099767678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033255893,0.033255893,0,0,0,0,0,0,0.052709343,0,0,0,0,0,0,0,0,0,0,0,0.196438919,0,0,0,0,0,0.141268621,1,0.085965235,0,0,0,0,0,0,0,0,0,0.066511785,0.066511785,0,0,0,0,0,0,0,0.119221128,0,0,0.19138392,0,0,0,0,0,0,0,0.033255893
,1,1,2,5,5,3,Shaanxi,2,1,5,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.211474655,0.322921548,1,0.094364991,0,0.082627463,0.013611343,0.505984106,0.076672673,0.057306623,0.071822298,0.671307399,0.042835168,0.041151615,0.168435917,0.141335917,0.181638613,0.17080221,0.151410592,0.049824938,0.13893964,0.000755863,0,0,0,0,0,0.256745494,0,0.010953861,0.434047318,0.04681433,0,0.016616678,0.006418681,0.005830916,0.110296781,0.041943203,0.027054217,0.007616696,0.080544206,0,0,0,0.01641786,0.083881588,0.004221469,0.037805199,0.303866215,0.042423923,0.053623611,0.032959303,0,0.037807218,0.014861618,0.043651767,0,0.018328737,0.041951006,0.120373452,0.017675294,0.001511727,0,0.047652363,0.009128423,0.033734453,0.346277046,0,0,0.000755863,0.000755863,0,0.040631893,0,0.000755863,0.015511526,0.009809051,0.00453518,0,0.022319154,0.013221451,0.034222573,0,0.019359976,0,0.006964766,1,0.237466602,0.100363705,0.075785068,0,0.003023454,0.000755863,0.006175347,0,0.063199868,0.095514131,0.026033411,0,0,0,0,0.02345795,0,0,0.005220666,0.009272015,0.00226759,0.094491894,0,0.030398402,0.012980954,0.029430152,0.014568659,0.050424285,0.036859461,0.05774149,0.012281213,0,0.033541602,0.023408489,0.007488256,0.047848264,0.027586922,0,0.051025481,0.051167394,0.009570574,0.038350654,0.009313694,0,0.006617499,0,0,0.005534377,0.103538791,0.010504872,0.005976529,0.006046907,0.026607374,0.004464802,0,0.036500457,0.034003016,0.013862421,0.057536899,0.102897008
,1,2,2,4,3,3,Shanghai,2,1,5,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.211397589,0.328104591,1,0.095050197,0,0.082597352,0.013606382,0.5260396,0.076644732,0.05728574,0.072496017,0.679153693,0.042819558,0.041634128,0.168780237,0.142409707,0.181572421,0.171302614,0.151669309,0.050120674,0.139451655,0,0,0,0,0,0,0,0,0,0.426800793,0,0,0,0,0,0,0.027584026,0.035651836,0,0.138132734,0,0,0,0.021859823,0,0,0.070743137,0,0.013792013,0.013792013,0,0,0,0,0.021859823,0,0,0.063235862,0.146398215,0,0,0,0.166116439,0,0.049443849,0.069572349,0,0,0,0,0,0,0,0,0.061504538,0,0,0,0,0.052511088,0.049443849,0,0,0,0,0,0,0.032024062,0.013792013,0,0.021859823,0,0,0,0,0.021859823,0.013792013,0,0,0,0,0.027584026,0,0,0,0,0,0.243443532,0,0,0,0,0,0.071303672,1,0.035651836,0,0,0,0.013792013,0,0.035651836,0,0,0,0.013792013,0,0,0,0,0,0.013792013,0,0,0.218589806,0,0.013792013,0.049443849,0.013792013,0,0,0,0,0,0,0.16212356
,1,1,2,4,4,3,Shaanxi,2,1,5,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.211364416,0.328210026,1,0.095349125,0,0.08258439,0.013604247,0.527330887,0.076632705,0.057276751,0.072484641,0.680130962,0.042812839,0.041941438,0.170033422,0.142984817,0.184138256,0.171275733,0.151645508,0.050112809,0.139429772,0,0,0,0,0,0,0,0,0,0.937039347,0,0,0,0,0,0,0.158634959,0,0,0,0,0,0,0,0,0,0,0,0.317269918,0,0,0,0.368338968,0,0,0,0,0,0.502860922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158634959,0,0,0,0,0,0.317269918,0,0.925300268,0,0,0,0,0,0,0,0,0,0,0,0,0.158634959,0,1,0.736677936,0.568700379,0.317269918,0.251430461,0,0.475904877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.603979592,0,0,0,0,0,0,0,0.158634959
